Latitude,Longitude,Census_Tract,Value
37.8675947,-122.2319033,6001400100,4.15368051624537
37.848171,-122.2495763,6001400200,4.03210569541687
37.8405983,-122.2544365,6001400300,4.47342881241539
37.8482107,-122.2574628,6001400400,4.12892380890615
37.8485167,-122.2647445,6001400500,4.3805598005456
37.8419909,-122.2648882,6001400600,4.62230850640703
37.8417578,-122.2723135,6001400700,5.72270699045324
37.8454493,-122.2833803,6001400800,5.92077143538687
37.8394669,-122.2802437,6001400900,5.91723402143177
37.831217,-122.2719625,6001401000,6.68205161808607
37.8304835,-122.2638645,6001401100,5.4989964143397
37.8305977,-122.2579072,6001401200,4.99062300864259
37.8180997,-122.2667133,6001401300,6.27878455489169
37.8207387,-122.2733758,6001401400,6.78075343643267
37.8229232,-122.2806358,6001401500,6.50477246932092
37.8173716,-122.2814825,6001401600,6.46317947415503
37.8134257,-122.3193044,6001401700,7.36285182255974
37.809532,-122.298236,6001401800,6.42275869719405
37.8063512,-122.2963076,6001402200,7.14600970940415
37.812031,-122.2824569,6001402400,5.80076497057834
37.8057305,-122.2847803,6001402500,6.35365960394354
37.8042711,-122.2799541,6001402600,6.19261915806418
37.8103872,-122.2769914,6001402700,6.00418889458177
37.8087183,-122.2715003,6001402800,6.03512071457621
37.8071501,-122.26681,6001402900,5.83614293844246
37.8004265,-122.270732,6001403000,6.29897701123809
37.8022742,-122.2755009,6001403100,5.93484192223144
37.7944308,-122.2663244,6001403300,6.33139947124841
37.8047578,-122.2616693,6001403400,5.80573729682454
37.8177294,-122.2600769,6001403501,5.51410410596793
37.8159606,-122.2569405,6001403502,5.14945106799663
37.8135127,-122.253492,6001403600,5.16226730566406
37.8112134,-122.2586656,6001403701,4.62328877518448
37.8095265,-122.2520804,6001403702,4.81783938043475
37.8148343,-122.2416233,6001403800,4.5365731696655
37.8171931,-122.2487541,6001403900,4.78626984698159
37.8232774,-122.2536542,6001404000,4.90074651996795
37.8300772,-122.2497952,6001404101,4.53741491202377
37.8260219,-122.2510667,6001404102,4.3744350379975
37.8361078,-122.2344651,6001404200,4.19819094287098
37.8451917,-122.2381008,6001404300,3.65422341466945
37.8462442,-122.2150894,6001404400,2.7028942400346
37.8271275,-122.2171515,6001404501,3.66259585266153
37.8345259,-122.2026154,6001404502,3.05530775391713
37.8197458,-122.1910599,6001404600,2.96084992832416
37.8133625,-122.2070119,6001404700,3.20282865357096
37.8055076,-122.2131962,6001404800,3.31130659809757
37.8041479,-122.2215015,6001404900,4.31197193106434
37.8121648,-122.2190899,6001405000,4.25509132810873
37.8114477,-122.2321836,6001405100,4.31425694827894
37.8052604,-122.2433878,6001405200,5.09410026756054
37.8020757,-122.2513558,6001405301,3.97952711594384
37.7985014,-122.2542495,6001405302,4.73746777522928
37.7965384,-122.2494562,6001405401,4.79610857439323
37.7933319,-122.2461006,6001405402,4.86566507832985
37.7982821,-122.243279,6001405500,4.16611370973185
37.8008019,-122.2372726,6001405600,4.52509686977578
37.7982307,-122.2296737,6001405700,4.71798318953875
37.7939452,-122.2330985,6001405800,3.74191488958362
37.787786,-122.2357701,6001405901,5.19649762550019
37.7909446,-122.240953,6001405902,5.03733760225221
37.7875675,-122.246184,6001406000,6.7239228025338
37.7741552,-122.2275943,6001406100,7.25953206730888
37.7850448,-122.230736,6001406201,5.33802421266844
37.7819786,-122.2265557,6001406202,5.36723015534667
37.7892881,-122.2250125,6001406300,4.24865919295509
37.796806,-122.2217201,6001406400,4.76990027942921
37.7880813,-122.2169867,6001406500,4.61109254224882
37.7936085,-122.2079568,6001406601,4.36819749237489
37.7964782,-122.2143073,6001406602,4.26634385043107
37.8033164,-122.2022249,6001406700,3.14054893087432
37.7978944,-122.1949575,6001406800,3.45230584505839
37.7932754,-122.1903803,6001406900,3.69427774331863
37.787943,-122.2024899,6001407000,4.29120542871141
37.7831287,-122.2143966,6001407101,4.00977049452299
37.7807761,-122.2102385,6001407102,4.88957594853908
37.7777848,-122.2192819,6001407200,5.85312805493383
37.7621786,-122.2109235,6001407300,7.60828204048798
37.7710407,-122.2067479,6001407400,5.8442138632275
37.769515,-122.1976091,6001407500,5.17037490913548
37.7775293,-122.2031992,6001407600,5.03492954484255
37.7765228,-122.1931965,6001407700,3.01787417144833
37.7817414,-122.1866595,6001407800,4.11994675701336
37.7884276,-122.1847835,6001407900,4.11539537602267
37.805237,-122.1887608,6001408000,2.40759662158822
37.785376,-122.1574761,6001408100,3.50602944674779
37.7751005,-122.1755727,6001408200,3.21818724444125
37.7710979,-122.1645166,6001408300,4.37000418382291
37.7646056,-122.1709595,6001408400,3.18688113079746
37.7604176,-122.1785112,6001408500,4.0033481685017
37.7661964,-122.1823031,6001408600,4.02895554640496
37.7688611,-122.1889435,6001408700,4.15540851844221
37.7588039,-122.1969422,6001408800,6.77760069788381
37.7541816,-122.1887803,6001408900,6.01165025267583
37.7200105,-122.2213677,6001409000,7.45886902006232
37.7323261,-122.1834997,6001409100,6.5131185880782
37.7290846,-122.1777872,6001409200,6.00133293900391
37.737851,-122.1733521,6001409300,4.83836188364893
37.744613,-122.1803623,6001409400,5.77677380493756
37.7504463,-122.1837659,6001409500,5.80686486777464
37.7532669,-122.1726197,6001409600,3.62780059630293
37.7564187,-122.1658929,6001409700,2.80369470382701
37.7603609,-122.1557636,6001409800,4.37509544029873
37.7619882,-122.1353845,6001409900,4.125637225148
37.7447566,-122.1332163,6001410000,4.57695909567833
37.7478642,-122.1535285,6001410100,4.49571663820508
37.7453063,-122.1571742,6001410200,3.6684624033789
37.7466798,-122.1661407,6001410300,3.66492030349418
37.7408161,-122.1621741,6001410400,3.51322582083899
37.8100197,-122.288956,6001410500,6.52143669632782
37.8947731,-122.2910214,6001420100,4.69530651322155
37.8944611,-122.2974624,6001420200,5.3881536970979
37.8906102,-122.3182668,6001420300,6.38263892730205
37.8886213,-122.3256618,6001420400,6.43187800523725
37.8867059,-122.2950048,6001420500,5.78813235356987
37.8870336,-122.2870621,6001420600,4.75070635945673
37.899434,-122.2661928,6001421100,2.1249495217782
37.8975481,-122.2752271,6001421200,2.59854651529065
37.8911093,-122.2813663,6001421300,3.83822663753486
37.8883409,-122.270922,6001421400,2.5726329932378
37.8920346,-122.2590314,6001421500,2.02626125149811
37.8839567,-122.2559829,6001421600,3.27378635472793
37.8819398,-122.2701843,6001421700,4.07121406277756
37.8802854,-122.2782006,6001421800,3.76423430092993
37.8794799,-122.2896443,6001421900,5.21396754756762
37.8590327,-122.3013426,6001422000,7.34211758517404
37.8733005,-122.2965391,6001422100,5.7169724461077
37.8728822,-122.2878154,6001422200,5.11351669999151
37.8740723,-122.2779152,6001422300,4.6651878384907
37.8752396,-122.2695878,6001422400,4.54652421556387
37.8773131,-122.2603183,6001422500,4.19994119008018
37.8738125,-122.2545472,6001422600,4.31850292367475
37.8679125,-122.2495401,6001422700,3.35299967332198
37.8667875,-122.259979,6001422800,4.21064186436121
37.8678899,-122.269247,6001422900,3.65579396583879
37.8668441,-122.2771352,6001423000,5.02705758763808
37.865807,-122.2863197,6001423100,5.68304399691912
37.8645164,-122.2936857,6001423200,6.14148388024254
37.8573287,-122.2842021,6001423300,6.04804631077515
37.8583737,-122.275884,6001423400,4.89644544851921
37.859365,-122.2680467,6001423500,4.23887176299727
37.8588968,-122.2587175,6001423601,4.15322168524172
37.8631882,-122.2592723,6001423602,3.79021056272625
37.8618413,-122.248923,6001423700,3.47111700790025
37.8547587,-122.2441385,6001423800,3.70212552673234
37.8523001,-122.2675177,6001423901,4.65924079447486
37.8547152,-122.2573724,6001423902,3.97346950859329
37.8503526,-122.2746683,6001424001,5.31770865918977
37.8504976,-122.2815989,6001424002,5.98781375859379
37.8381928,-122.3061755,6001425101,6.87058336637203
37.8400768,-122.2946582,6001425102,6.44915362169468
37.8426202,-122.2898443,6001425103,5.7063391507802
37.8326526,-122.2833798,6001425104,6.33724716290242
37.8216214,-122.2253292,6001426100,3.734266756806
37.824626,-122.2406227,6001426200,4.27980176154284
37.765116,-122.2309908,6001427100,5.81104861090722
37.7847324,-122.2529164,6001427200,5.94156501552692
37.7810489,-122.2662775,6001427300,5.8255717790281
37.7778323,-122.2835979,6001427600,5.83292179703812
37.7680009,-122.2852965,6001427700,5.2057524625049
37.7714922,-122.2690581,6001427800,4.85620666717438
37.7698045,-122.2582454,6001427900,4.74787707444722
37.7666414,-122.2475404,6001428000,4.90491888167661
37.7589136,-122.2346068,6001428100,4.834147506796
37.7533266,-122.2396733,6001428200,4.54159336245076
37.7334484,-122.2406697,6001428301,4.76036022336821
37.7439709,-122.249779,6001428302,3.49999836516409
37.756593,-122.2563814,6001428400,4.31632434233711
37.7601324,-122.2593887,6001428500,3.27199275701613
37.766273,-122.2738461,6001428600,2.7674585665111
37.7801283,-122.3050028,6001428700,6.46056288829892
37.7272587,-122.0152514,6001430101,3.88413592498383
37.7726562,-122.0747102,6001430102,2.4828075124462
37.7216743,-122.0615667,6001430200,2.4299927822768
37.7229094,-122.0837445,6001430300,2.39526390079601
37.7202531,-122.1010932,6001430400,2.43149207858352
37.704911,-122.1091519,6001430500,4.70366849020729
37.7041735,-122.0969654,6001430600,3.43924863034232
37.7060949,-122.0822257,6001430700,2.79353508959245
37.6992244,-122.0650347,6001430800,4.93447004382794
37.6982784,-122.0828322,6001430900,4.54667883089306
37.6929313,-122.0784575,6001431000,5.64430677955821
37.6881143,-122.0672947,6001431100,4.3199745888608
37.6855718,-122.0836768,6001431200,4.96593800159709
37.7358429,-122.1466229,6001432100,4.37328784063477
37.7330544,-122.1562452,6001432200,3.91779701854054
37.7308826,-122.1656193,6001432300,4.72125123548963
37.7097451,-122.1898921,6001432400,7.4480927054857
37.7167153,-122.1661575,6001432501,6.90397427936445
37.7234343,-122.1734869,6001432502,6.36198474784993
37.7226922,-122.1551539,6001432600,5.31117463159786
37.7270703,-122.1428437,6001432700,4.53274495555496
37.7212241,-122.1245218,6001432800,4.5678649474036
37.7158642,-122.1354706,6001433000,5.19064316490361
37.7021541,-122.1335017,6001433102,4.65267689683074
37.7093273,-122.139054,6001433103,5.01036364445328
37.7142641,-122.1469937,6001433104,4.9640079768849
37.70175,-122.1470769,6001433200,6.5906668317507
37.6985801,-122.1574574,6001433300,6.26303503011361
37.684528,-122.1689582,6001433400,3.93334267682799
37.6845009,-122.1553145,6001433500,3.49621936392705
37.6860081,-122.1437942,6001433600,4.94703858901459
37.6876344,-122.1146758,6001433700,5.07708121317333
37.6988143,-122.123482,6001433800,4.80121057787511
37.6992653,-122.1135398,6001433900,4.19108118446073
37.6923654,-122.1103206,6001434000,4.63501814517802
37.6552403,-122.0458797,6001435102,2.24810083566188
37.6518042,-121.9830876,6001435103,2.52025026244809
37.6385981,-122.038971,6001435104,4.06773052746825
37.6874049,-122.0517821,6001435200,3.46730071465274
37.6807791,-122.064666,6001435300,3.26371865362751
37.6739266,-122.0831568,6001435400,5.40343805775703
37.6809369,-122.09333,6001435500,4.99285875023952
37.6746689,-122.1022655,6001435601,4.65456142556658
37.6819278,-122.1069995,6001435602,3.98565288384313
37.6786494,-122.1160735,6001435700,4.67635885152743
37.6793691,-122.1296018,6001435800,4.57604425968814
37.6724681,-122.147305,6001435900,4.57388178575779
37.6691812,-122.1375262,6001436000,4.1488023409785
37.6718054,-122.1235777,6001436100,4.31438224075008
37.6685048,-122.11212,6001436200,4.54568622023288
37.666274,-122.0917198,6001436300,5.13119494052357
37.6715227,-122.0650918,6001436401,4.07797902908082
37.6668495,-122.0404785,6001436402,1.90331169662
37.6586897,-122.0691461,6001436500,4.73433941134993
37.6567907,-122.0788937,6001436601,4.47102408036921
37.65183,-122.0851818,6001436602,4.49083464109855
37.6619708,-122.1005196,6001436700,4.73568226684107
37.6535732,-122.0944503,6001436800,5.3140510159916
37.6603503,-122.1097202,6001436900,5.01448974252347
37.6471694,-122.1015827,6001437000,4.77876101135631
37.6059048,-122.126873,6001437101,6.58021862466523
37.6298655,-122.1002746,6001437102,4.54065695772281
37.6431726,-122.1115983,6001437200,5.69813844121055
37.6362205,-122.0930122,6001437300,5.20682045482658
37.6428275,-122.0876478,6001437400,5.02427502856845
37.644034,-122.0793899,6001437500,3.36345595057824
37.6353608,-122.0804835,6001437600,4.44716474654378
37.6348665,-122.0697491,6001437701,3.38186276296861
37.638444,-122.0734492,6001437702,2.78409151550386
37.6431464,-122.0686965,6001437800,3.60519349377528
37.6428259,-122.0613101,6001437900,4.35870705254251
37.619128,-122.0285144,6001438000,4.17020278649493
37.6181516,-122.038949,6001438100,5.37358761960018
37.6261949,-122.0764254,6001438201,4.62796342922965
37.6155886,-122.0573943,6001438203,4.03993902497163
37.6270608,-122.0596258,6001438204,3.80204340931181
37.6282241,-122.088523,6001438300,4.92773387763007
37.6184511,-122.082604,6001438400,4.69401153032303
37.6163011,-121.9815046,6001440100,3.14725491405036
37.6003676,-122.0225206,6001440200,5.6141305648837
