Latitude,Longitude,Census_Tract,Value
34.017647528994374,-118.197492111445,6037204920,9258.335790611449
34.01910359932581,-118.21178907812669,6037205120,7350.070881185038
34.068404666216594,-118.2313679714682,6037206010,8839.067456578174
34.03170919253754,-118.22246255701168,6037206050,8711.524603683816
34.261172814277224,-118.49574791313232,6037111402,8732.205596726677
34.26113740980431,-118.51290194900164,6037111303,8914.841285442457
34.44598483336125,-118.57599769566208,6037920121,0.0
34.189136571107724,-118.64948228029924,6037135204,9216.510276760258
34.19235875141362,-118.11622958676864,6037460101,9101.066797627996
34.10034840449044,-118.26801768361102,6037195100,8408.487978060162
34.25037115412156,-118.4328356468148,6037119003,8773.731770526409
34.255196874045,-118.31926116291147,6037103401,8421.320124452463
34.05570120040358,-118.2456002922317,6037207400,9353.344992234905
34.1653346359514,-118.57633785632125,6037137501,8791.206343467145
34.163589384415204,-118.59760740661862,6037137502,8859.741225535316
34.07581292769527,-118.27796791521853,6037195802,8389.833012851523
34.14793149133523,-118.57214742424924,6037137504,8778.956819502702
34.14916837679195,-118.59145760719768,6037138000,8783.635559803837
34.175664308415605,-118.52465268653488,6037139200,9339.478284324912
34.098245153803255,-118.18322839295394,6037201302,7353.254581418189
34.08019171551991,-118.18465007641468,6037201401,7960.715597805331
34.01554983866028,-118.36534002123068,6037236001,8758.685354191543
34.02770566747865,-118.23244984699744,6037206051,9105.54610419639
34.01410107906491,-118.3053076320504,6037231302,7753.366321880869
33.95521878375507,-118.0719474874156,6037502700,10273.43355461158
34.02634435490389,-118.09010464594522,6037530007,10102.750707126856
33.957767120613894,-118.42934315961448,6037276608,9894.71422145307
33.94612730509272,-118.04053742786458,6037502901,10164.001297638246
33.980186538309795,-118.43284424833094,6037275312,9783.469370066818
33.94771991108634,-118.10787086670813,6037550502,10226.594505293186
33.98438961915568,-117.85885357284538,6037408707,9614.780546460195
33.97885966661041,-118.42071738734896,6037275605,9865.657710813284
34.17813112364223,-118.55803117333672,6037139301,8923.682160772049
34.17671221512283,-118.53835645233156,6037139302,9300.347422720191
34.16410956354464,-118.5100373321028,6037139600,9047.298078725653
34.15905836049446,-118.4949929055404,6037139701,8842.550818450069
34.153066686775816,-118.5453394159312,6037139801,8773.221666459409
34.129868102657205,-118.20988146864914,6037181600,6543.653359592109
34.14369020940366,-118.2019340236726,6037181000,7660.432771724768
34.134143123215324,-118.19274290996132,6037181500,6904.078167780665
34.09589848470998,-117.96201084159088,6037405101,10240.074997964766
34.12200530522708,-118.18223486484096,6037183101,7424.957179470689
34.08041752029347,-117.89159401792736,6037406103,10165.992179660056
34.41131009122309,-118.6179621561899,6037920339,2334.5464199073454
34.05012905527442,-118.09911476201226,6037482521,8668.327355584
34.120074624232004,-118.189847457231,6037183220,6746.909298726318
34.091696833841986,-118.27506766779034,6037195400,9249.05616935103
34.05611108097843,-118.74027270960164,6037800410,4646.19860866788
34.08884410076424,-118.2254480965025,6037185320,8125.064246990239
34.087188077834874,-118.12976659125113,6037481001,9002.117325499632
34.112390985806016,-117.9634723081358,6037404600,10095.441714750164
34.0635836581888,-118.8581891772632,6037800406,0.0
34.05062275278019,-118.673563741501,6037800504,8923.93556867202
34.054577701444785,-118.6078350557178,6037800506,7409.258432613925
34.11854295389486,-118.24607935793168,6037186401,7863.978418676564
33.94738996236897,-118.24035816177071,6037242202,10771.78143925577
34.36026782244848,-118.60261238069324,6037920326,3474.442264898557
34.083170878254435,-118.25702131069436,6037197420,8675.466398974462
34.07282370339934,-118.25739263465071,6037197500,8934.188114193277
34.10507025522664,-118.24432808668246,6037187102,7772.626310523279
34.102896463407745,-118.247575921954,6037187200,7848.956818824463
34.10213765509287,-118.25757464630766,6037187300,9063.439834281762
33.75192602368611,-118.32670407162658,6037670702,11046.01505063325
33.77855325751846,-118.34041354400988,6037670201,11766.6601348754
34.006270773900695,-118.3515735908794,6037236400,9450.246997998633
33.97840648502456,-118.28928983958848,6037237500,9976.914561061
33.94934118188765,-117.28600601986908,6065042212,0.0
33.90516411766553,-117.58995166894016,6065040807,0.0
33.89948537091888,-117.57744551606328,6065040808,0.0
34.05265931980358,-118.30449185586872,6037213201,7866.630377380048
33.96757765818256,-118.07523071227716,6037502303,10305.79588477238
34.30259505808995,-117.97621186946526,6037930400,1761.9009361873918
34.21191725544818,-118.60170273148674,6037134306,9578.66115016102
33.16488960681619,-118.469119996584,6037599100,0.0
34.17834673890879,-118.08630560828392,6037460001,9335.4860875734
33.87993330637116,-118.03827196116572,6037554511,10439.45383614055
33.98556848114699,-117.9827651944369,6037408503,10258.247646111104
33.99220330718262,-117.83701864106295,6037403328,9562.354255911416
34.22378109727641,-118.6012712529893,6037113238,9666.04488972929
34.22414565690809,-118.5787223688141,6037113428,9226.014116838223
34.22424245158012,-118.5666809537959,6037113423,8831.748418224204
34.2354133523663,-118.43163656910954,6037119801,9291.50369387095
34.01272701624351,-117.94419658702792,6037980035,10497.679749263129
34.26559488491328,-118.32356897561644,6037103201,8689.226292448353
34.29295145984914,-118.42437512135452,6037320102,8731.275238600443
33.991348096677314,-118.05827595423676,6037501301,10179.792058020344
33.99172386114371,-117.89923296353828,6037408213,10018.66339561368
33.96999602575039,-117.90368681774164,6037408722,9679.07834053253
34.04826901416626,-118.37216689800871,6037216700,8147.886440439025
33.73551572369118,-118.26311845945366,6037980031,10526.01702842864
33.747274672976594,-118.21719169763207,6037980033,8107.436584848064
33.842544402962886,-118.24436403177556,6037980025,11676.103786185173
33.939678116620314,-118.41370403234994,6037980028,6736.910118632184
34.298440409154026,-118.48475490185326,6037980022,8750.639889079423
33.90975733149388,-118.4142071717412,6037980030,6923.53932711325
33.95920078909214,-117.8895242494842,6037408703,9150.281966203656
34.07486951007659,-118.34850882808914,6037214000,7442.41752069725
34.00323138027661,-118.37519468471451,6037980038,8885.900685316372
34.03601160732715,-118.06606119215516,6037980036,10148.733062418576
34.23233439452075,-118.62933432792292,6037980023,9491.04367201959
34.5953700609735,-118.17476257033324,6037910214,0.0
34.6162620987563,-118.137330702963,6037910218,0.0
33.980027991429985,-117.37470169560716,6065030300,0.0
33.97012401429493,-117.36812112924842,6065030400,0.0
33.96811610651802,-117.35453192459062,6065030501,0.0
34.107126262045774,-118.11078352225177,6037480201,5461.4391183475445
34.17306176029095,-118.04879429876236,6037430501,9568.928083057086
33.91386780248111,-117.48961547192144,6065040901,0.0
33.928445585871046,-117.49627076499095,6065040904,0.0
34.04987156466968,-118.287900347399,6037213402,8123.9914003752
34.07465325591719,-118.33933224179368,6037214100,6419.248219812479
33.93512277989087,-118.11142152626034,6037551001,10135.233137206698
34.049427000154644,-118.34167519436424,6037217200,7981.978105111268
34.20471862358625,-118.5399928370687,6037131023,9614.33671140317
33.96036819046711,-117.94338856132389,6037500100,9537.105337050663
